reflection_id,dimension,rank,sentence,similarity,is_exact_match,true_score
R015,what,1,I should keep this in mind as I continue my training.,0.2568,True,1
R015,what,2,There were some interesting examples shared.,0.1999,True,1
R015,what,3,"In today's class, we talked about look-alike and sound-alike medications and some of the errors that can result.",0.1848,True,1
R015,why,1,I should keep this in mind as I continue my training.,0.3173,True,1
R015,why,2,There were some interesting examples shared.,0.2578,True,1
R015,why,3,"In today's class, we talked about look-alike and sound-alike medications and some of the errors that can result.",0.2295,True,1
R015,how,1,"This topic is important because pharmacists have a responsibility to keep patients safe, and LASA errors can cause real harm.",0.3732,True,0
R015,how,2,"In today's class, we talked about look-alike and sound-alike medications and some of the errors that can result.",0.3275,True,0
R015,how,3,I should keep this in mind as I continue my training.,0.3005,True,0
R016,what,1,We had class today about medications and how they can get mixed up.,0.237,True,0
R016,what,2,I will pay more attention to drug names when I am at my internship and make sure to slow down.,0.1024,True,0
R016,why,1,I will pay more attention to drug names when I am at my internship and make sure to slow down.,0.2064,True,0
R016,why,2,We had class today about medications and how they can get mixed up.,0.1955,True,0
R016,how,1,We had class today about medications and how they can get mixed up.,0.4442,True,1
R016,how,2,I will pay more attention to drug names when I am at my internship and make sure to slow down.,0.3628,True,1
R017,what,1,"I will practice building a complete best possible medication history by interviewing the patient, consulting dispensing records, and contacting the patient's home pharmacy.",0.2213,True,2
R017,what,2,This topic directly shifted my understanding of where medication errors originate.,0.1719,True,2
R017,what,3,"As a pharmacist, I am well-positioned to catch these discrepancies because I have access to dispensing history, patient profiles, and prescribing records — a perspective that nurses and physicians may not have.",0.0657,True,2
R017,why,1,"I will practice building a complete best possible medication history by interviewing the patient, consulting dispensing records, and contacting the patient's home pharmacy.",0.1949,True,2
R017,why,2,This topic directly shifted my understanding of where medication errors originate.,0.1719,True,2
R017,why,3,"As a pharmacist, I am well-positioned to catch these discrepancies because I have access to dispensing history, patient profiles, and prescribing records — a perspective that nurses and physicians may not have.",0.0876,True,2
R017,how,1,"I will practice building a complete best possible medication history by interviewing the patient, consulting dispensing records, and contacting the patient's home pharmacy.",0.5776,True,2
R017,how,2,"During my hospital rotation, I will ask to participate in the medication reconciliation process at admission and discharge for at least one patient per shift.",0.4128,True,2
R017,how,3,"Today we covered medication reconciliation — the process of comparing a patient's current medication list against new orders at transitions of care such as admission, transfer between units, and discharge.",0.3764,True,2
R018,what,1,I will track any discrepancies I find and review them with my preceptor to understand how they are handled.,0.2249,True,2
R018,what,2,"In class today, we learned about the medication reconciliation process, including its three main steps: verification (obtaining a complete list), clarification (checking that orders are appropriate), and reconciliation (resolving discrepancies).",0.1473,True,2
R018,what,3,We reviewed tools like the BPMH (best possible medication history) and discussed common pitfalls such as patients not knowing their medication names or doses.,0.133,True,2
R018,why,1,I will track any discrepancies I find and review them with my preceptor to understand how they are handled.,0.2836,True,1
R018,why,2,"Medication reconciliation is clearly an important patient safety process, and pharmacists are well-suited to lead it given their medication expertise.",0.1882,True,1
R018,why,3,We reviewed tools like the BPMH (best possible medication history) and discussed common pitfalls such as patients not knowing their medication names or doses.,0.1781,True,1
R018,how,1,"Medication reconciliation is clearly an important patient safety process, and pharmacists are well-suited to lead it given their medication expertise.",0.4234,True,2
R018,how,2,We also watched a video simulation of a pharmacist conducting a reconciliation interview at hospital admission.,0.4018,True,2
R018,how,3,"In class today, we learned about the medication reconciliation process, including its three main steps: verification (obtaining a complete list), clarification (checking that orders are appropriate), and reconciliation (resolving discrepancies).",0.3731,True,2
R019,what,1,I appreciate the depth of this topic now after hearing a patient story in class.,0.2855,True,1
R019,what,2,"During my upcoming rotation, I will ask to observe a pharmacist-led reconciliation interview and take notes on how open-ended questions are used to elicit a complete history.",0.2078,True,1
R019,what,3,"We discussed medication reconciliation in class today, including how errors can happen during transitions of care.",0.2013,True,1
R019,why,1,I appreciate the depth of this topic now after hearing a patient story in class.,0.3811,True,2
R019,why,2,"During my upcoming rotation, I will ask to observe a pharmacist-led reconciliation interview and take notes on how open-ended questions are used to elicit a complete history.",0.2583,True,2
R019,why,3,"We discussed medication reconciliation in class today, including how errors can happen during transitions of care.",0.187,True,2
R019,how,1,"During my upcoming rotation, I will ask to observe a pharmacist-led reconciliation interview and take notes on how open-ended questions are used to elicit a complete history.",0.4536,True,2
R019,how,2,"We discussed medication reconciliation in class today, including how errors can happen during transitions of care.",0.4062,True,2
R019,how,3,"I had not thought about how over-the-counter products and supplements would be part of my reconciliation responsibility, and this case challenged me to think more comprehensively about what a complete medication list actually means.",0.3918,True,2
R020,what,1,"I am not yet sure exactly how I will apply this in practice, but I know it is something I need to take seriously.",0.2619,True,2
R020,what,2,"Today's class gave a thorough overview of medication reconciliation, focusing on the transitions of care model — what happens to a patient's medications at admission, throughout hospitalization, and at discharge.",0.1156,True,2
R020,what,3,"We reviewed Joint Commission standards, specific error types (omissions, dose discrepancies, therapeutic duplications), and the role of the clinical pharmacist versus pharmacy technician in the reconciliation workflow.",0.1108,True,2
R020,why,1,"I am not yet sure exactly how I will apply this in practice, but I know it is something I need to take seriously.",0.3469,True,2
R020,why,2,We also discussed evidence showing that pharmacist-led reconciliation significantly reduces discrepancy rates.,0.1686,True,2
R020,why,3,The pharmacist is often the last and best line of defense before the patient walks out the door.,0.1455,True,2
R020,how,1,The pharmacist is often the last and best line of defense before the patient walks out the door.,0.4334,True,0
R020,how,2,"Today's class gave a thorough overview of medication reconciliation, focusing on the transitions of care model — what happens to a patient's medications at admission, throughout hospitalization, and at discharge.",0.4208,True,0
R020,how,3,"We reviewed Joint Commission standards, specific error types (omissions, dose discrepancies, therapeutic duplications), and the role of the clinical pharmacist versus pharmacy technician in the reconciliation workflow.",0.4135,True,0
R021,what,1,I will try to apply what I learned when I have the opportunity during my rotations.,0.4014,True,1
R021,what,2,We covered medication reconciliation today and discussed how pharmacists play an important role in verifying medication lists when patients are admitted or discharged from the hospital.,0.1128,True,1
R021,what,3,"Medication reconciliation is an important process because patients often have complex medication regimens, and errors during transitions of care can cause harm.",0.0836,True,1
R021,why,1,I will try to apply what I learned when I have the opportunity during my rotations.,0.4496,True,1
R021,why,2,"Medication reconciliation is an important process because patients often have complex medication regimens, and errors during transitions of care can cause harm.",0.1907,True,1
R021,why,3,We covered medication reconciliation today and discussed how pharmacists play an important role in verifying medication lists when patients are admitted or discharged from the hospital.,0.1106,True,1
R021,how,1,We covered medication reconciliation today and discussed how pharmacists play an important role in verifying medication lists when patients are admitted or discharged from the hospital.,0.414,True,1
R021,how,2,Pharmacists are in a good position to help catch these errors.,0.3926,True,1
R021,how,3,I will try to apply what I learned when I have the opportunity during my rotations.,0.3858,True,1
R022,what,1,Today's class introduced a new topic related to medication management.,0.3043,True,0
R022,what,2,I want to learn how to do medication reconciliation well and will ask my preceptor to let me practice this skill during my hospital rotation.,0.2895,True,0
R022,what,3,I honestly found the material a bit dense and I am still working to understand all the components.,0.2325,True,0
R022,why,1,I want to learn how to do medication reconciliation well and will ask my preceptor to let me practice this skill during my hospital rotation.,0.2949,True,2
R022,why,2,Today's class introduced a new topic related to medication management.,0.2819,True,2
R022,why,3,I honestly found the material a bit dense and I am still working to understand all the components.,0.2541,True,2
R022,how,1,Today's class introduced a new topic related to medication management.,0.5466,True,1
R022,how,2,I want to learn how to do medication reconciliation well and will ask my preceptor to let me practice this skill during my hospital rotation.,0.5384,True,1
R022,how,3,"However, I felt strongly connected to the topic because my grandfather was recently hospitalized and discharged with a medication list that nobody explained to him or my family.",0.238,True,1
R023,what,1,There were some case examples discussed in class.,0.2981,True,1
R023,what,2,I plan to pay more attention to this at my internship when I have the chance.,0.1591,True,1
R023,what,3,We talked about medication reconciliation and its role in pharmacy practice.,0.1408,True,1
R023,why,1,I plan to pay more attention to this at my internship when I have the chance.,0.2935,True,0
R023,why,2,There were some case examples discussed in class.,0.2557,True,0
R023,why,3,We talked about medication reconciliation and its role in pharmacy practice.,0.2103,True,0
R023,how,1,We talked about medication reconciliation and its role in pharmacy practice.,0.5178,True,0
R023,how,2,I plan to pay more attention to this at my internship when I have the chance.,0.2812,True,0
R023,how,3,There were some case examples discussed in class.,0.1545,True,0
R024,what,1,I will look for opportunities to practice what we discussed at my internship site and ask questions if I am unsure.,0.3472,True,0
R024,what,2,Class today covered a medication safety topic.,0.2234,True,0
R024,why,1,I will look for opportunities to practice what we discussed at my internship site and ask questions if I am unsure.,0.3761,True,0
R024,why,2,Class today covered a medication safety topic.,0.1759,True,0
R024,how,1,Class today covered a medication safety topic.,0.4486,True,1
R024,how,2,I will look for opportunities to practice what we discussed at my internship site and ask questions if I am unsure.,0.3705,True,1
R025,what,1,"I will apply this learning by selecting two to three CYP450 interactions per week to study in depth during my rotations, using real patient cases.",0.232,True,2
R025,what,2,Now I understand they are a predictable result of how drugs are metabolized and that knowing the underlying mechanisms allows me to anticipate interactions before they occur — without relying solely on software.,0.1743,True,2
R025,what,3,This session fundamentally changed how I approach medication review.,0.1621,True,2
R025,why,1,"I will apply this learning by selecting two to three CYP450 interactions per week to study in depth during my rotations, using real patient cases.",0.3506,True,2
R025,why,2,Now I understand they are a predictable result of how drugs are metabolized and that knowing the underlying mechanisms allows me to anticipate interactions before they occur — without relying solely on software.,0.2665,True,2
R025,why,3,This session fundamentally changed how I approach medication review.,0.2497,True,2
R025,how,1,"I will apply this learning by selecting two to three CYP450 interactions per week to study in depth during my rotations, using real patient cases.",0.4756,True,2
R025,how,2,This session fundamentally changed how I approach medication review.,0.4163,True,2
R025,how,3,Now I understand they are a predictable result of how drugs are metabolized and that knowing the underlying mechanisms allows me to anticipate interactions before they occur — without relying solely on software.,0.3775,True,2
R026,what,1,I will aim to improve my interaction counseling skills during my rotations.,0.2983,True,2
R026,what,2,"This topic is particularly relevant to me because I already work as a pharmacy technician in a busy retail pharmacy, and I frequently see patients on multiple medications who are never counseled about interactions.",0.2056,True,2
R026,what,3,I want to be the kind of pharmacist who can quickly assess the clinical significance of an interaction rather than reflexively overriding alerts.,0.1999,True,2
R026,why,1,I will aim to improve my interaction counseling skills during my rotations.,0.3567,True,2
R026,why,2,I want to be the kind of pharmacist who can quickly assess the clinical significance of an interaction rather than reflexively overriding alerts.,0.2296,True,2
R026,why,3,"This topic is particularly relevant to me because I already work as a pharmacy technician in a busy retail pharmacy, and I frequently see patients on multiple medications who are never counseled about interactions.",0.2045,True,2
R026,how,1,I want to be the kind of pharmacist who can quickly assess the clinical significance of an interaction rather than reflexively overriding alerts.,0.4812,True,1
R026,how,2,"This topic is particularly relevant to me because I already work as a pharmacy technician in a busy retail pharmacy, and I frequently see patients on multiple medications who are never counseled about interactions.",0.4674,True,1
R026,how,3,I will aim to improve my interaction counseling skills during my rotations.,0.3508,True,1
R027,what,1,"Drug interactions are important, and pharmacists need to be aware of them.",0.2083,True,2
R027,what,2,I will also specifically look for patterns related to serotonin syndrome risk in patients on psychiatric medications combined with other drugs.,0.1295,True,2
R027,what,3,"This session focused on drug-drug interactions, covering both pharmacokinetic interactions (absorption, distribution, metabolism, excretion) and pharmacodynamic interactions (synergistic, additive, antagonistic effects).",0.1277,True,2
R027,why,1,"Drug interactions are important, and pharmacists need to be aware of them.",0.2547,True,1
R027,why,2,"This session focused on drug-drug interactions, covering both pharmacokinetic interactions (absorption, distribution, metabolism, excretion) and pharmacodynamic interactions (synergistic, additive, antagonistic effects).",0.1369,True,1
R027,why,3,I plan to use the interaction screening tools available at my site systematically during medication reviews and document any significant interactions I identify.,0.1125,True,1
R027,how,1,"Drug interactions are important, and pharmacists need to be aware of them.",0.486,True,2
R027,how,2,"This session focused on drug-drug interactions, covering both pharmacokinetic interactions (absorption, distribution, metabolism, excretion) and pharmacodynamic interactions (synergistic, additive, antagonistic effects).",0.4373,True,2
R027,how,3,"We also discussed the clinical management of interactions, including dose adjustments, timing separations, and therapeutic substitutions.",0.367,True,2
R028,what,1,"That experience is part of why I chose pharmacy, and it motivates me to be rigorous about interaction screening.",0.1886,True,1
R028,what,2,"There were many examples, and I am still working to organize them in my mind.",0.169,True,1
R028,what,3,"We reviewed different types of drug-drug interactions in today's class, including some of the most clinically significant ones that pharmacists encounter.",0.1373,True,1
R028,why,1,"That experience is part of why I chose pharmacy, and it motivates me to be rigorous about interaction screening.",0.2837,True,2
R028,why,2,"There were many examples, and I am still working to organize them in my mind.",0.2163,True,2
R028,why,3,"I will make sure to review all interaction alerts carefully at my site rather than dismissing them, and will ask my preceptor to help me develop a triage framework.",0.2075,True,2
R028,how,1,"That experience is part of why I chose pharmacy, and it motivates me to be rigorous about interaction screening.",0.5147,True,1
R028,how,2,"We reviewed different types of drug-drug interactions in today's class, including some of the most clinically significant ones that pharmacists encounter.",0.4369,True,1
R028,how,3,This topic hits close to home because my mother was briefly hospitalized after a drug interaction between her antibiotic and blood thinner was not caught at the pharmacy.,0.3796,True,1
R029,what,1,I do not yet feel a strong personal connection to this topic beyond understanding it is part of pharmacist competency.,0.279,True,2
R029,what,2,I will review interaction databases at my internship when relevant.,0.2282,True,2
R029,what,3,We used Lexicomp to assess interaction severity and worked through clinical recommendations for each case.,0.1395,True,2
R029,why,1,I do not yet feel a strong personal connection to this topic beyond understanding it is part of pharmacist competency.,0.353,True,0
R029,why,2,I will review interaction databases at my internship when relevant.,0.2331,True,0
R029,why,3,We used Lexicomp to assess interaction severity and worked through clinical recommendations for each case.,0.1613,True,0
R029,how,1,I do not yet feel a strong personal connection to this topic beyond understanding it is part of pharmacist competency.,0.531,True,1
R029,how,2,I will review interaction databases at my internship when relevant.,0.2566,True,1
R029,how,3,"In today's class, we covered CYP450 drug interactions with a focus on the most clinically relevant inhibitors and inducers.",0.236,True,1
R030,what,1,I will use the resources available at my internship site to screen for interactions and ask for guidance when I am unsure.,0.2838,True,1
R030,what,2,Drug interactions are a key part of pharmacy practice and I need to understand them to protect patients.,0.2091,True,1
R030,what,3,"We discussed drug interactions in class, including types of pharmacokinetic and pharmacodynamic interactions and why they matter for patient safety.",0.2035,True,1
R030,why,1,I will use the resources available at my internship site to screen for interactions and ask for guidance when I am unsure.,0.2384,True,1
R030,why,2,We went through several examples of harmful interactions that have occurred in clinical practice.,0.2096,True,1
R030,why,3,Drug interactions are a key part of pharmacy practice and I need to understand them to protect patients.,0.1832,True,1
R030,how,1,Drug interactions are a key part of pharmacy practice and I need to understand them to protect patients.,0.5225,True,1
