timestamp,data_path,model,target,accuracy,f1_macro,mae,qwk,n
20260402_124622,data/raw/practice_reflections.csv,llm_gpt4o,what_score,0.45161290322580644,0.28270676691729324,0.5483870967741935,0.5124884366327473,31
20260402_124622,data/raw/practice_reflections.csv,llm_gpt4o,why_score,0.8709677419354839,0.8788034188034187,0.12903225806451613,0.8880866425992779,31
20260402_124622,data/raw/practice_reflections.csv,llm_gpt4o,how_score,0.7096774193548387,0.648888888888889,0.2903225806451613,0.7245804540967424,31
20260407_235504,data/raw/practice_reflections.csv,tfidf,what_score,0.6129032258064516,0.5780332056194125,0.41935483870967744,0.6671438797423049,31
20260407_235504,data/raw/practice_reflections.csv,tfidf,why_score,0.8387096774193549,0.8178088578088579,0.22580645161290322,0.6743075453677172,31
20260407_235504,data/raw/practice_reflections.csv,tfidf,how_score,0.6129032258064516,0.571975916803503,0.41935483870967744,0.5288753799392097,31
20260407_235504,data/raw/practice_reflections.csv,tfidf,total_score,0.4838709677419355,0.38392857142857145,0.967741935483871,0.6779712801710969,31
20260407_235504,data/raw/practice_reflections.csv,embedding,what_score,0.8709677419354839,0.8625760649087221,0.12903225806451613,0.9084194977843427,31
20260407_235504,data/raw/practice_reflections.csv,embedding,why_score,0.7741935483870968,0.757979797979798,0.25806451612903225,0.7394957983193278,31
20260407_235504,data/raw/practice_reflections.csv,embedding,how_score,0.5161290322580645,0.4946311858076564,0.5483870967741935,0.4779470729751404,31
20260407_235504,data/raw/practice_reflections.csv,embedding,total_score,0.3870967741935484,0.2300920368147259,1.064516129032258,0.7178372503735905,31
20260407_235504,data/raw/practice_reflections.csv,llm_llama,what_score,0.5161290322580645,0.3368421052631579,0.4838709677419355,0.5698427382053654,31
20260407_235504,data/raw/practice_reflections.csv,llm_llama,why_score,0.9032258064516129,0.8955693581780538,0.0967741935483871,0.9190600522193212,31
20260407_235504,data/raw/practice_reflections.csv,llm_llama,how_score,0.7096774193548387,0.648888888888889,0.2903225806451613,0.7245804540967424,31
20260408_000824,data/raw/practice_reflections.csv,tfidf,what_score,0.6129032258064516,0.5780332056194125,0.41935483870967744,0.6671438797423049,31
20260408_000824,data/raw/practice_reflections.csv,tfidf,why_score,0.8387096774193549,0.8178088578088579,0.22580645161290322,0.6743075453677172,31
20260408_000824,data/raw/practice_reflections.csv,tfidf,how_score,0.6129032258064516,0.571975916803503,0.41935483870967744,0.5288753799392097,31
20260408_000824,data/raw/practice_reflections.csv,tfidf,total_score,0.4838709677419355,0.38392857142857145,0.967741935483871,0.6779712801710969,31
20260408_000824,data/raw/practice_reflections.csv,embedding,what_score,0.8709677419354839,0.8625760649087221,0.12903225806451613,0.9084194977843427,31
20260408_000824,data/raw/practice_reflections.csv,embedding,why_score,0.7741935483870968,0.757979797979798,0.25806451612903225,0.7394957983193278,31
20260408_000824,data/raw/practice_reflections.csv,embedding,how_score,0.5161290322580645,0.4946311858076564,0.5483870967741935,0.4779470729751404,31
20260408_000824,data/raw/practice_reflections.csv,embedding,total_score,0.3870967741935484,0.2300920368147259,1.064516129032258,0.7178372503735905,31
20260408_000824,data/raw/practice_reflections.csv,llm_claude,what_score,0.6129032258064516,0.4902356902356903,0.3870967741935484,0.6574585635359116,31
20260408_000824,data/raw/practice_reflections.csv,llm_claude,why_score,0.9354838709677419,0.9342251950947604,0.06451612903225806,0.9418386491557224,31
20260408_000824,data/raw/practice_reflections.csv,llm_claude,how_score,0.8064516129032258,0.7625635234330886,0.1935483870967742,0.8140000000000001,31
20260408_000824,data/raw/practice_reflections.csv,llm_gpt4o,what_score,0.4838709677419355,0.2962962962962963,0.5161290322580645,0.5490909090909091,31
20260408_000824,data/raw/practice_reflections.csv,llm_gpt4o,why_score,0.8709677419354839,0.8767158767158767,0.12903225806451613,0.8921739130434783,31
20260408_000824,data/raw/practice_reflections.csv,llm_gpt4o,how_score,0.6774193548387096,0.6205128205128205,0.3225806451612903,0.7013487475915221,31
20260408_000824,data/raw/practice_reflections.csv,llm_llama,what_score,0.5161290322580645,0.3368421052631579,0.4838709677419355,0.5698427382053654,31
20260408_000824,data/raw/practice_reflections.csv,llm_llama,why_score,0.9032258064516129,0.8955693581780538,0.0967741935483871,0.9190600522193212,31
20260408_000824,data/raw/practice_reflections.csv,llm_llama,how_score,0.6774193548387096,0.5816931216931217,0.3225806451612903,0.6823770491803278,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,what_score,0.6129032258064516,0.5780332056194125,0.41935483870967744,0.6671438797423049,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,why_score,0.8387096774193549,0.8178088578088579,0.22580645161290322,0.6743075453677172,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,how_score,0.6129032258064516,0.571975916803503,0.41935483870967744,0.5288753799392097,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,total_score,0.4838709677419355,0.38392857142857145,0.967741935483871,0.6779712801710969,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,what_score,0.8709677419354839,0.8625760649087221,0.12903225806451613,0.9084194977843427,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,why_score,0.7741935483870968,0.757979797979798,0.25806451612903225,0.7394957983193278,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,how_score,0.5161290322580645,0.4946311858076564,0.5483870967741935,0.4779470729751404,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,total_score,0.3870967741935484,0.2300920368147259,1.064516129032258,0.7178372503735905,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-llama3.1-8b,what_score,0.45161290322580644,0.32007575757575757,0.5806451612903226,0.39453125,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-llama3.1-8b,why_score,0.5806451612903226,0.5322853279242731,0.45161290322580644,0.6342182890855457,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-llama3.1-8b,how_score,0.6774193548387096,0.5794871794871795,0.3870967741935484,0.5221579961464354,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-mistral-nemo,what_score,0.45161290322580644,0.2074074074074074,0.8064516129032258,0.0,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-mistral-nemo,why_score,0.7741935483870968,0.7295104895104895,0.22580645161290322,0.792741165234002,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-mistral-nemo,how_score,0.45161290322580644,0.3156862745098039,0.6451612903225806,0.30756013745704447,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,what_score,0.5161290322580645,0.3368421052631579,0.4838709677419355,0.5698427382053654,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,why_score,0.7741935483870968,0.7758620689655172,0.22580645161290322,0.8114682884448305,31
20260416_150236,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,how_score,0.6451612903225806,0.49633699633699635,0.3870967741935484,0.549792531120332,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,what_score,0.6129032258064516,0.5780332056194125,0.41935483870967744,0.6671438797423049,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,why_score,0.8387096774193549,0.8178088578088579,0.22580645161290322,0.6743075453677172,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,how_score,0.6129032258064516,0.571975916803503,0.41935483870967744,0.5288753799392097,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,total_score,0.4838709677419355,0.38392857142857145,0.967741935483871,0.6779712801710969,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,what_score,0.8709677419354839,0.8625760649087221,0.12903225806451613,0.9084194977843427,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,why_score,0.7741935483870968,0.757979797979798,0.25806451612903225,0.7394957983193278,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,how_score,0.5161290322580645,0.4946311858076564,0.5483870967741935,0.4779470729751404,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,total_score,0.3870967741935484,0.2300920368147259,1.064516129032258,0.7178372503735905,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,what_score,0.5806451612903226,0.4538470358903795,0.41935483870967744,0.6352941176470588,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,why_score,0.9354838709677419,0.9342251950947604,0.06451612903225806,0.9418386491557224,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,how_score,0.8064516129032258,0.7625635234330886,0.1935483870967742,0.8140000000000001,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,what_score,0.4838709677419355,0.28728070175438597,0.5806451612903226,0.4007029876977153,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,why_score,0.8709677419354839,0.8653846153846154,0.12903225806451613,0.881453154875717,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,how_score,0.5483870967741935,0.4128735632183908,0.4838709677419355,0.492781520692974,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,what_score,0.4838709677419355,0.28728070175438597,0.5806451612903226,0.4007029876977153,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,why_score,0.9032258064516129,0.872053872053872,0.0967741935483871,0.9074626865671642,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,how_score,0.6774193548387096,0.5816931216931217,0.3225806451612903,0.6823770491803278,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,what_score,0.4838709677419355,0.2962962962962963,0.5161290322580645,0.5490909090909091,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,why_score,0.7419354838709677,0.7444444444444445,0.25806451612903225,0.7883959044368601,31
20260416_153150,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_ollama-gemma3-12b,how_score,0.6129032258064516,0.46913580246913583,0.41935483870967744,0.5298281092012134,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,what_score,0.6129032258064516,0.5780332056194125,0.41935483870967744,0.6671438797423049,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,why_score,0.8387096774193549,0.8178088578088579,0.22580645161290322,0.6743075453677172,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,how_score,0.6129032258064516,0.571975916803503,0.41935483870967744,0.5288753799392097,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,tfidf,total_score,0.4838709677419355,0.38392857142857145,0.967741935483871,0.6779712801710969,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,what_score,0.8709677419354839,0.8625760649087221,0.12903225806451613,0.9084194977843427,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,why_score,0.7741935483870968,0.757979797979798,0.25806451612903225,0.7394957983193278,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,how_score,0.5161290322580645,0.4946311858076564,0.5483870967741935,0.4779470729751404,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,embedding,total_score,0.3870967741935484,0.2300920368147259,1.064516129032258,0.7178372503735905,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude-haiku,what_score,0.5483870967741935,0.37450980392156863,0.45161290322580644,0.591337099811676,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude-haiku,why_score,0.8064516129032258,0.764102564102564,0.1935483870967742,0.8151093439363817,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude-haiku,how_score,0.7096774193548387,0.648888888888889,0.2903225806451613,0.7245804540967424,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,what_score,0.6129032258064516,0.4902356902356903,0.3870967741935484,0.6574585635359116,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,why_score,0.9354838709677419,0.9342251950947604,0.06451612903225806,0.9418386491557224,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_claude,how_score,0.7741935483870968,0.7050474762618691,0.22580645161290322,0.77466251298027,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,what_score,0.4838709677419355,0.2962962962962963,0.5161290322580645,0.5490909090909091,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,why_score,0.8709677419354839,0.8788034188034187,0.12903225806451613,0.8880866425992779,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_gpt4o,how_score,0.5483870967741935,0.4128735632183908,0.4838709677419355,0.492781520692974,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-3.3-70b,what_score,0.5161290322580645,0.3333333333333333,0.5161290322580645,0.4927272727272727,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-3.3-70b,why_score,0.8709677419354839,0.8690476190476191,0.12903225806451613,0.8900709219858156,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-3.3-70b,how_score,0.6451612903225806,0.5002298850574712,0.3548387096774194,0.6368477103301384,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,what_score,0.4838709677419355,0.28376068376068375,0.6129032258064516,0.3301642178046672,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,why_score,0.8709677419354839,0.8444755244755244,0.12903225806451613,0.8791423001949318,31
20260505_173455,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/practice_reflections.csv,llm_llama-4-scout,how_score,0.6774193548387096,0.5816931216931217,0.3225806451612903,0.6823770491803278,31
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,tfidf,what_score,0.9137931034482759,0.8977072310405643,0.08620689655172414,0.7960618846694796,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,tfidf,why_score,0.896551724137931,0.8836102965135223,0.1206896551724138,0.8872570194384449,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,tfidf,how_score,0.9137931034482759,0.8825995807127883,0.08620689655172414,0.9467889908256881,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,tfidf,total_score,0.7931034482758621,0.6066378066378066,0.3620689655172414,0.8755638684123666,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,embedding,what_score,0.9482758620689655,0.6366666666666666,0.06896551724137931,0.7926102502979738,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,embedding,why_score,0.8620689655172413,0.8318059299191374,0.13793103448275862,0.9061488673139159,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,embedding,how_score,0.9137931034482759,0.8895495272306867,0.08620689655172414,0.9452210049112203,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,embedding,total_score,0.7413793103448276,0.48336235922442816,0.3448275862068966,0.9185569237416289,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude-haiku,what_score,0.9827586206896551,0.980157372562436,0.017241379310344827,0.960328317373461,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude-haiku,why_score,0.9310344827586207,0.9189632170764247,0.06896551724137931,0.9515455304928989,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude-haiku,how_score,0.896551724137931,0.8692332683560754,0.10344827586206896,0.9334098737083811,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude,what_score,0.9827586206896551,0.980157372562436,0.017241379310344827,0.960328317373461,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude,why_score,0.8620689655172413,0.8363858363858364,0.13793103448275862,0.9069020866773676,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_claude,how_score,0.9137931034482759,0.8966479379276077,0.08620689655172414,0.9429358520267611,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_gpt4o,what_score,0.896551724137931,0.5999472573839663,0.10344827586206896,0.8375350140056023,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_gpt4o,why_score,0.9482758620689655,0.940619293974437,0.05172413793103448,0.9630573248407643,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_gpt4o,how_score,0.8620689655172413,0.8198906356801094,0.13793103448275862,0.912814731304021,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-3.3-70b,what_score,0.9827586206896551,0.980157372562436,0.017241379310344827,0.960328317373461,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-3.3-70b,why_score,0.8620689655172413,0.8272604588394062,0.13793103448275862,0.909727626459144,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-3.3-70b,how_score,0.8448275862068966,0.7928153717627401,0.15517241379310345,0.9027932960893855,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-4-scout,what_score,0.9482758620689655,0.9386243386243386,0.05172413793103448,0.8776371308016877,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-4-scout,why_score,0.9655172413793104,0.9583333333333334,0.034482758620689655,0.9751712328767124,58
20260506_221822,/Users/bellachang/Desktop/TAD-UWProject/TAD-UWPharm/data/raw/SyntheticReflectionData_Experiment.csv,llm_llama-4-scout,how_score,0.9137931034482759,0.8919563058589871,0.08620689655172414,0.943993820007725,58
