Reflection ID,Reflection,Score 1 (WHAT),Score 2 (WHY),Score 3 (HOW),Overall Score
26a,"This session focused on the formal infrastructure that the U.S. uses to detect, report, and respond to drug shortages — specifically the FDA's Drug Shortage Staff, the FDA's required manufacturer notification rules under the Food and Drug Administration Safety and Innovation Act (FDASIA), and the parallel ASHP Drug Shortages Resource Center, which is curated by clinical pharmacists and is often more actionable for hospital practice. I learned that FDASIA requires manufacturers to notify the FDA at least six months in advance of a discontinuation or interruption in supply for medically necessary drugs, and that this advance notice gives the FDA time to coordinate with other manufacturers, expedite inspections of alternate facilities, and exercise regulatory discretion (e.g., temporary importation) when needed.

What stood out to me is the difference in purpose between the FDA list and the ASHP list. The FDA list is regulatory and tells you whether a shortage is officially recognized, whereas the ASHP list reflects on-the-ground availability and includes practical management recommendations from practicing pharmacists. I had previously assumed the two were redundant; today's class clarified that experienced pharmacists check both, and that knowing why each exists changes how you use it.

I plan to apply this by (1) bookmarking both the FDA Drug Shortages page and the ASHP Drug Shortages Resource Center on my pharmacy laptop and reviewing them weekly during my hospital rotation; (2) asking my preceptor to walk me through how our institution's drug shortage team triages a new entry on the ASHP list — who decides on substitution policy and how it gets communicated to prescribers; and (3) signing up for the ASHP Drug Shortages email alerts so I can build the habit of monitoring before it becomes a job requirement.",2,2,2,6
26b,"Today we learned about the FDA Drug Shortages list and the ASHP Drug Shortages Resource Center. The FDA tracks shortages that are officially recognized at the regulatory level, while ASHP provides practical guidance for pharmacists. Manufacturers also have to notify the FDA in advance of discontinuations under FDASIA. This is something pharmacists should know about so they can stay aware of which medications are affected. I will look at these resources during my rotation.",2,1,1,4
26c,We learned about drug shortage lists today. The FDA and ASHP have lists. It is important for pharmacists to know about drug shortages.,1,0,0,1
27a,"This week's session focused on the clinical decision-making involved in selecting therapeutic alternatives when a drug is on shortage. I learned that not all substitutions are pharmacologically equivalent — the same therapeutic class can differ in onset, half-life, monitoring requirements, and renal/hepatic adjustments. We worked through a piperacillin-tazobactam shortage case where the substitution options (cefepime + metronidazole vs. meropenem) carried different antimicrobial stewardship implications, different rates of C. difficile risk, and different cost profiles. The discussion emphasized that an evidence-based substitution requires considering the indication, the patient's allergies and organ function, the site's antibiogram, and stewardship goals — not just ""another drug in the same bucket.""

This shifted my thinking because I had implicitly assumed that therapeutic substitution during a shortage was largely a procurement decision. In reality, every substitution is a clinical decision that the pharmacist owns. Going through the case made me appreciate why hospital P&T committees pre-authorize specific substitution pathways during shortages — so that high-stakes choices are not made in real time at the dispensing window without input from infectious disease or stewardship pharmacists.

I will apply this at my internship by (1) asking to review the inpatient pharmacy's pre-approved substitution pathways for the three most commonly shortage-affected drug classes at the site; (2) sitting in on a P&T committee meeting if a shortage agenda item comes up to observe how the substitution policy is debated; and (3) drafting a one-page comparison table for one current shortage drug at my site, including indication, stewardship considerations, and monitoring differences, that I can have my preceptor critique.",2,2,2,6
27b,"We discussed how to choose therapeutic alternatives when a medication is on shortage. The key idea is that not every substitute works the same way — drugs in the same class can have different doses, monitoring needs, and side effects. We went over an antibiotic example and how the choice of substitute affects stewardship. This is important because picking the wrong substitute can harm the patient. I will try to be careful about substitutions when I work in pharmacy.",2,1,0,3
27c,Today's class talked about substitutions during drug shortages. Drugs in the same class are not always the same. Patients need the right medication.,1,1,0,2
28a,"This session addressed something I had not previously considered as part of pharmacy practice: the ethics of allocating a drug that is in critical shortage. We reviewed real cases — pediatric oncology agents, IV fluids during the 2017 Hurricane Maria shortage, and tocilizumab during COVID-19 — and the frameworks hospitals have used to decide who receives the limited supply. The core principles we discussed were transparency (allocation criteria are documented and disclosable), consistency (the same criteria apply to every patient), and clinical justification (allocation is based on indication and expected benefit rather than ability to pay or first-come-first-served). We also discussed the role of an ethics committee and why allocation decisions should not rest solely with the pharmacist on shift.

This learning mattered to me because I realized I had been thinking of shortages as a logistics problem with a clinical wrapper. In reality, when supply truly cannot meet demand, the pharmacist becomes part of an explicit moral choice about which patient is treated. The session also clarified that allocation fairness is not the same as allocation neutrality — ""first come first served"" feels neutral but systematically disadvantages patients with less healthcare access. That distinction was uncomfortable but important.

I plan to apply this by (1) asking my hospital preceptor whether the institution has a written drug allocation policy and, if so, requesting permission to read it; (2) attending or shadowing one ethics committee meeting during my rotation, even if shortage allocation is not the topic, to understand how the committee deliberates; and (3) when I encounter my first true allocation decision, deliberately escalating to my preceptor or the institution's policy rather than deciding alone, even if I think I know the right answer.",2,2,2,6
28b,"We learned about the ethical issues that come up when there is not enough of a drug for everyone who needs it. We talked about how hospitals decide who gets the medication using fair, written rules rather than first-come-first-served. Allocation decisions should be transparent and based on clinical need. I think this is important and I want to be aware of these principles in my career.",2,1,1,4
28c,Today we talked about who gets medications during a shortage. This is an important issue in pharmacy. I need to know about it for my future job.,1,0,0,1
29a,"Today's session focused on what hospital and 503A pharmacies can do when a commercial product is unavailable: compound the same drug from raw active pharmaceutical ingredient (API) under USP <797> and <800> standards. I learned the regulatory boundary clearly — 503A pharmacies may compound a drug that is in shortage even if it is essentially a copy of a commercial product, but only while the drug is on the FDA shortage list, and only with a patient-specific prescription. We walked through the operational requirements: sourcing API from an FDA-registered facility, verifying certificates of analysis for identity and potency, assigning beyond-use dates based on USP category and stability data, and documenting the compounding record so it can withstand a board inspection.

What this clarified for me was the limits of pharmacy compounding as a shortage response. I had vaguely thought of compounding as a broad workaround for any out-of-stock drug. The class made clear that the regulatory framework is narrower and more conditional than I assumed, and that compounding from API carries patient-safety risks that commercial manufacturing doesn't — variability in potency, sterility failures, and lack of long-term stability data. Realizing this gave me a more honest view of when compounding solves a shortage and when it just shifts the risk.

I will apply this by (1) asking my hospital preceptor to walk me through one compounded shortage workaround the institution has used in the past year and the documentation chain that supported it; (2) reviewing one product's certificate of analysis with my preceptor so I understand what to look for before working with API independently; and (3) building a personal mental checklist — FDA shortage status, prescription specificity, BUD assignment, stability — that I run through whenever I am asked to compound from API.",2,2,2,6
29b,Today we discussed how pharmacies can compound drugs from raw ingredients when the commercial product is on shortage. There are FDA rules about when this is allowed and pharmacies have to follow USP standards for compounding. This is important because compounding extends supply but also adds patient-safety risks. I will pay attention to compounding workflows during my hospital rotation.,2,1,1,4
29c,Pharmacies can sometimes make drugs themselves during a shortage. There are rules about it. I think this is interesting.,1,0,0,1
30a,"This session focused specifically on shortages of large-volume parenteral products — saline, dextrose, lactated Ringer's — and what makes this category uniquely difficult to manage. I learned that the U.S. has only a small number of sterile injectable manufacturers (Baxter, B. Braun, ICU Medical) and that a single facility outage (e.g., the 2017 Hurricane Maria impact on Baxter's Puerto Rico plants) can produce a national IV fluid shortage that lasts months. Hospitals respond with conservation strategies: switching from 100 mL minibags to IV push for compatible drugs, using oral hydration when clinically appropriate, and rotating allocations across units. We also discussed why sterile injectable manufacturing is so concentrated — the capital cost of a compliant fill-finish line is high and margins are thin, so few entrants are viable.

What this clarified for me is how invisible the IV fluid supply is until it fails. I had treated saline as essentially free and infinite. The session reframed it as the most concentrated single-point-of-failure in modern hospital pharmacy. The personal piece was realizing that an IV push protocol for what used to be a minibag drug is a real clinical change with real risks (extravasation, dosing errors, nursing workflow), and that the pharmacist is the team member most likely to identify those risks early.

I will apply this by (1) asking my hospital preceptor whether the institution has a written conservation protocol for IV fluids and reviewing it before any shortage hits; (2) shadowing one nursing shift on a unit using IV push for a former minibag drug to observe how the workflow change actually plays out at the bedside; and (3) keeping a personal note of which institutional shortage responses I see work and which create new risks, so I am building practical knowledge for when I am responsible for proposing them.",2,2,2,6
30b,Today we covered shortages of IV fluids like saline. The supply is concentrated among a few manufacturers and a single facility problem can cause national shortages. Hospitals respond with conservation strategies like IV push instead of minibags. This is important because IV fluids are basic infrastructure for hospitals.,2,2,0,4
30c,There can be shortages of saline. This is a problem for hospitals.,1,0,0,1
31a,"Today's class examined the gray market for shortage drugs — secondary distributors who buy from authorized wholesalers during stable supply and resell at substantial markup when shortages emerge. I learned that gray-market purchases pose three risks: dramatically inflated prices (sometimes 10x to 100x), uncertain provenance and chain of custody (which the DSCSA framework is meant to prevent), and the moral hazard of giving distributors an incentive to hoard. We discussed the ASHP guideline that hospital pharmacies should purchase from authorized distributors only, and the operational reality that during severe shortages — particularly oncology drugs and code-cart essentials — even responsible institutions have at times sourced gray-market product to keep patients alive. The class also addressed hoarding by individual hospitals, which transfers shortage from one institution to another without solving the underlying supply problem.

This shifted how I think about institutional purchasing decisions during shortages. I had not understood that what looks like a procurement choice is often an ethics choice — buying from gray market may save the patient in front of you while harming patients elsewhere whose institutions cannot pay the premium. Recognizing the pattern is what makes it possible to consider alternatives like regional collaboration and equitable allocation agreements.

I will apply this by (1) asking my hospital preceptor whether the institution has a written policy on gray-market purchasing during shortages and what thresholds trigger consideration; (2) reading the ASHP gray-market guidance in full so I can engage credibly when this comes up in P&T discussions; and (3) when I see purchase orders during my inpatient rotation, paying attention to which distributors the institution uses and asking why.",2,2,2,6
31b,We learned about the gray market for shortage drugs today. Some distributors buy drugs and sell them at much higher prices when shortages happen. ASHP recommends only buying from authorized distributors. Hoarding by hospitals is also a problem. I will pay attention to purchasing during my rotation.,1,1,1,3
31c,Some companies sell shortage drugs at high prices. This is a problem.,0,1,0,1
32a,"Today's session looked at how drug shortages disproportionately harm vulnerable populations — specifically pediatric oncology and rare-disease patients — and what that pattern implies for pharmacy practice. I learned that pediatric oncology has been hit harder than adult oncology by recent shortages because pediatric formulations and trials are often smaller markets with fewer manufacturers. The vincristine and methotrexate shortages of recent years forced regimen substitutions in curable-intent treatment protocols, raising real questions about long-term cure rates. We also reviewed the rare-disease angle: when a shortage hits a drug used for a small population, alternatives may not exist at all, and the patient's options narrow to compassionate use or going without.

This learning was important to me because I had been thinking of shortages in aggregate terms — hospital response, allocation policy, communication. The session re-grounded the issue in particular patients whose outcomes depend on whether the right drug is on the shelf. The personal piece for me was a sharpened sense of what is at stake in shortage management: a child's cure rate or a rare-disease patient's quality of life is not abstract.

I will apply this by (1) requesting an oncology rotation week if my program permits, with a specific focus on how the team handles regimen substitution during shortages; (2) asking my preceptor to share one example of a shortage-driven regimen change and what the team's reasoning was; and (3) committing to bring the vulnerable-population framing into any P&T or stewardship discussion I'm part of, because shortage decisions made in general terms often hit specific patients hardest.",2,2,2,6
32b,Today we discussed how drug shortages affect vulnerable populations like pediatric oncology and rare-disease patients more severely. Shortages of drugs like vincristine forced changes in treatment regimens. This is important because those patients have fewer alternatives. I will pay attention to this in my career.,2,1,0,3
32c,Some patients are more affected by shortages than others. Children and rare disease patients can have problems. I will think about this.,1,1,0,2
33a,"This session covered the FDA's regulatory tools for managing shortages that go beyond manufacturer engagement: temporary importation of foreign-approved equivalents, regulatory discretion (e.g., extending expiration dates after stability testing), and expanded access pathways for older off-patent drugs that no manufacturer is willing to produce. I learned that the FDA's Importation Program identifies foreign-approved versions of a shortage drug (typically from EU regulators with comparable standards) and authorizes controlled importation, often via specific U.S. distributors. We also reviewed the critical detail that imported product carries its foreign labeling and patient-information leaflets in the foreign language, so pharmacist counseling and dispensing labels become the patient's only English-language information source.

What this changed for me was a sense of how dynamic and creative shortage regulation actually is. I had been thinking of FDA in static, rule-bound terms. This session made clear that during a real shortage the agency has discretionary tools that can materially expand supply, and that pharmacists are the team that operationalizes those tools at the dispensing window. Imported product in particular reframes the counseling encounter — the patient cannot read the product's own label, so the pharmacist's verbal counseling and English auxiliary labeling are the actual safety net.

I plan to apply this by (1) reviewing the FDA Importation Program web page and noting which drugs are currently authorized for import; (2) asking my preceptor whether the institution has dispensed any imported product in the past year and, if so, how the labeling and counseling were handled; and (3) if I encounter an imported product during my rotation, deliberately taking extra time on counseling and producing a written English summary the patient can take home.",2,2,2,6
33b,"Today we covered tools the FDA uses to address shortages, including importing foreign-approved equivalents and extending drug expiration dates. Imported drugs come with foreign labeling, which means the pharmacist has to do extra counseling. This is something I should be aware of.",1,2,1,4
33c,The FDA can do things to help with shortages. They can import drugs.,1,0,0,1
34a,"Today's class examined how a hospital P&T (Pharmacy and Therapeutics) committee handles shortages — specifically the formulary decisions that translate a national supply problem into local clinical practice. I learned that a well-functioning P&T shortage workflow has four steps: detect (alert from wholesaler or FDA list reaches the shortage coordinator), assess (stewardship and clinical pharmacists evaluate alternatives), decide (P&T approves substitution pathway including dosing equivalents and documentation), and communicate (prescribers, nurses, and frontline pharmacy all receive consistent guidance). The committee also tracks balance measures: is the substitution producing more adverse drug events, more LOS, more cost? We discussed that institutions without this structure default to ad-hoc substitutions that vary by shift and unit — which is unsafe.

What this learning gave me was a concrete picture of where pharmacy leadership lives during a shortage. Before today, I had thought of formulary management as a quiet committee activity. The session reframed it as the central operational nervous system that converts a chaotic supply event into an orderly clinical response. I also realized that my voice as a future pharmacist matters most upstream in this process — the clinical reasoning behind the substitution pathway shapes every patient touched by the shortage.

I will apply this by (1) attending one P&T meeting during my hospital rotation, ideally one with a shortage agenda item, to observe the deliberation; (2) asking my preceptor to share one substitution pathway document so I can study the level of detail expected; and (3) committing, when I am eventually in a hospital staff role, to volunteer for the shortage team early — that is the highest-leverage place for a junior pharmacist to learn institutional decision-making.",2,2,2,6
34b,"Today we discussed how P&T committees manage shortages by deciding on substitutions and tracking outcomes. This is important because without a committee process, substitutions become chaotic. I will try to attend a P&T meeting during my rotation.",2,1,1,4
34c,P&T committees handle shortages. They decide what to do.,1,0,0,1
35a,"This session covered the technology layer of shortage management — EHR alerts, shortage-tracking software (e.g., Vizient, IQVIA, the McKesson tools), and how these integrate with the dispensing workflow to surface the right information at the right moment. I learned that an effective shortage alert fires at order entry (not at dispensing), pulls in the institution's approved substitution pathway, and routes documentation to the patient's chart automatically. We also reviewed the pitfalls: alert fatigue from over-firing, stale alerts that persist after the shortage resolves, and systems that alert the prescriber but not the verifying pharmacist (so the substitution happens silently). The class emphasized that technology amplifies a good P&T process and replaces a bad one only at risk.

What this clarified for me is that shortage management technology is only valuable to the extent that the underlying clinical and operational decisions have already been made. A shortage alert that pops up without an institutional substitution pathway behind it just adds noise. The personal piece was realizing that pharmacy informatics and operations are interdependent — I had been thinking of them as separate career tracks, but a pharmacist working in either one needs to understand the other.

I will apply this by (1) asking my hospital preceptor what shortage-tracking tools the institution uses and requesting a demo; (2) reviewing the current configured shortage alerts in the EHR and noting which seem stale or low-value; and (3) following up with the medication safety officer (or pharmacy informatics team) on at least one alert that I think could be improved, so I am practicing the feedback loop between operations and IT.",2,2,2,6
35b,Today we discussed shortage management technology like EHR alerts and tracking software. The technology helps surface information at the right moment but can also cause alert fatigue. This matters because shortages need to be communicated effectively. I will pay attention to alerts in the EHR.,1,1,1,3
35c,There are programs that help with shortages. They send alerts.,1,0,0,1
36a,"This final session on drug shortages took a step back to ask why the U.S. has had a drug shortage problem for over twenty years and what would actually prevent shortages rather than respond to them. I learned that the durable solutions sit upstream of any pharmacy intervention: investing in redundant manufacturing capacity, reforming the generic injectable market so that quality (not just price) is rewarded, requiring transparency in manufacturing locations and quality histories, and incentivizing domestic or allied-country production for critical drugs. We also reviewed the policy tools being explored — Section 3 of the CARES Act, FDA's Quality Management Maturity rating program, and Operation Warp Speed-style production investments for non-pandemic drugs.

This was important because I realized I had been thinking of shortages entirely as something for pharmacists to manage. The session reframed it as a market and policy problem that pharmacists also have to advocate about. Pharmacy professional organizations like ASHP have been the loudest voices for structural reform precisely because pharmacists see the patient harm first. That changes my picture of what professional engagement looks like — it isn't separate from clinical practice; it's an extension of it.

I will apply this by (1) joining ASHP and reading their drug shortage policy positions before my first job; (2) signing up for at least one advocacy alert system so I can respond to shortage-related federal regulatory comment periods when they open; and (3) when I am asked about shortages by patients, prescribers, or news outlets in my career, framing my response to include the structural causes rather than treating each shortage as an isolated event.",2,2,2,6
36b,"Today we talked about long-term solutions to drug shortages, like building redundant manufacturing and reforming the generic market so quality is rewarded. ASHP has been advocating for these changes. This matters because shortages won't stop without structural fixes.",2,2,0,4
36c,There need to be solutions to drug shortages. I will think about it.,0,0,1,1
