Reflection ID,Reflection,Score 1 (WHAT),Score 2 (WHY),Score 3 (HOW),Overall Score
28b,"Today we discussed how the IHI Model for Improvement can be applied to medication counseling and patient education. We learned that counseling quality is variable and rarely measured, and that using the IHI three questions and PDSA cycles can help pharmacy teams systematically test approaches like teach-back to improve how well patients understand their medications. This matters because patients who do not understand their medications are more likely to take them incorrectly, which leads to preventable harm. This session made me realize that counseling is something I should be actively trying to measure and improve, not just something I get better at passively over time. At my internship, I want to test a brief teach-back step during counseling for a specific medication type, track whether patients can answer a key question about their medication after counseling, and use that data to refine my approach.",2,2,1,5
28c,We talked about applying the IHI Model for Improvement to medication counseling in pharmacy. The idea is to use PDSA cycles to test different ways of counseling patients and see what works best. This is important because good counseling helps patients take their medications correctly and can reduce errors. I plan to improve my counseling skills during my internship by practicing with different patients and getting feedback from my preceptor.,1,1,1,3
29a,"Today's session covered run charts and statistical process control (SPC) charts as the IHI Model for Improvement's core data display tools. I learned that a run chart plots a measure over time on the y-axis and uses three statistical rules — shift (six or more consecutive points on one side of the median), trend (five or more points consistently up or down), and astronomical points — to distinguish signal from noise. We also covered when to upgrade to a control chart (typically once you have ~20–25 baseline data points), and the difference between common-cause variation (inherent in the system) and special-cause variation (a specific assignable event). The instructor walked us through a case where a hospital celebrated a downward trend in central line infections that was actually within normal variation — a costly misinterpretation that a control chart would have caught.

This learning was important because I previously assumed that a few consecutive months of improvement meant a change had worked. The class clarified that without statistical structure, improvement teams can chase noise, declare premature victory, or abandon a working change because of one bad month. For pharmacy specifically, where measures like medication error rates have low base rates and high variability, this is the difference between a real improvement and a story.

I will apply this by (1) building a run chart for one process at my internship — for example, the daily count of dispensing errors caught at verification — using ten weeks of historical data and applying the three rules; (2) asking my preceptor whether the institution uses control charts in any ongoing QI projects and if so, requesting permission to view one; and (3) taking the IHI Open School module on run charts before my next QI rotation so I can read and critique a chart fluently rather than just nod along.",2,2,2,6
29b,Today we learned about run charts and how they are used in the IHI Model for Improvement to track progress over time. Run charts use rules to tell whether a change is real or just normal variation. This is important because looking at data without a chart can be misleading. I will try to use run charts in future quality improvement work.,2,1,1,4
29c,Run charts are used to track improvement over time. They are part of the IHI model. Charts help with QI projects.,1,0,0,1
30a,"This week's session introduced driver diagrams, the IHI tool used to translate an aim statement into a visible theory of change. A driver diagram has three tiers: the aim (what we will improve, by how much, by when), the primary drivers (the high-level factors believed to influence the aim), and the secondary drivers and change ideas (specific testable actions). We worked through a community pharmacy example aimed at improving pneumococcal vaccination rates among adults ≥65, mapping primary drivers (patient awareness, pharmacist workflow, payer logistics) to specific change ideas (point-of-sale prompts, standing orders, bundled flu/pneumonia outreach calls). The instructor emphasized that the diagram is a hypothesis, not a permanent plan — change ideas that don't move the measure get pruned.

What this learning gave me was a way to defend or challenge a QI project before any PDSA cycle is run. Before today, I would have started a project by picking a change idea that seemed reasonable. The driver diagram forces the team to articulate why the change idea is expected to move the measure — and to surface assumptions early. For me personally, it also clarified why some QI projects I have observed felt scattershot: the team had no shared theory of change, just a list of activities.

I plan to apply this by (1) building my own driver diagram for one workflow problem at my internship (e.g., naloxone dispensing rate to opioid prescription fills) before I propose any change idea to my preceptor; (2) asking to review an existing institutional driver diagram on a current QI project to see how a mature team has structured one; and (3) using the diagram explicitly when I discuss QI ideas with my preceptor so we are debating the underlying theory and not just the activities.",2,2,2,6
30b,Today we talked about driver diagrams in the IHI Model for Improvement. A driver diagram links the aim to primary drivers and change ideas. The point is to make the team's theory of change visible. This is important because it helps teams agree on why a change should work. I will try to use driver diagrams in future QI projects.,2,1,1,4
30c,Driver diagrams are part of QI. They help organize ideas. I will think about them later.,1,0,0,1
31a,"This session focused on the human side of the IHI Model for Improvement: engaging frontline staff in change. I learned that the most common reason PDSA cycles fail is not technical but social — when frontline pharmacists, technicians, and nurses are not part of designing the change, they don't execute it during the test, and the resulting data tells you nothing about the change idea. We reviewed evidence-based engagement strategies: identifying informal influencers on a unit before launching a test, running early PDSA cycles with the most willing volunteers (not the highest-volume area), and using brief stand-up debriefs at the end of each shift to capture what frontline staff observed.

This was important to me because I had been thinking of QI primarily as a technical exercise — choose a measure, run a PDSA, look at the data. The session reframed it as a leadership exercise in which the data is only trustworthy if the people generating it are bought in. It also resonated with experiences I have had on rotation watching technicians be told to follow a new workflow without being told why, and seeing the workflow drift back within two weeks.

I will apply this by (1) committing, on any QI project I am part of, to interview at least two frontline staff members before proposing a change idea, with the explicit purpose of learning what they think would work and what won't; (2) building a debrief into any test cycle I run on rotation, even if it's just a five-minute end-of-shift huddle; and (3) keeping a personal log of which engagement strategies seem to work in different unit cultures so I am building a body of practical knowledge over the course of my rotations.",2,2,2,6
31b,"Today we discussed how engaging frontline staff is important for QI projects to succeed. If staff are not involved in the design, they will not follow the change and the data will not be useful. We talked about strategies like running tests with willing volunteers and debriefing with staff. This matters because QI is about people, not just data. I will involve frontline staff in any QI work I do.",2,1,1,4
31c,QI projects need staff involvement. People matter. I will remember this.,1,0,0,1
32a,"This session introduced Failure Modes and Effects Analysis (FMEA) as a proactive companion to the IHI Model for Improvement. Where PDSA cycles test a change to make a system better, FMEA examines a process to predict where it could fail before harm occurs. I learned the structured FMEA steps: map the process, identify potential failure modes at each step, score each on likelihood, severity, and detectability to produce a Risk Priority Number (RPN), and prioritize redesign on the highest-RPN failure modes. We worked through an FMEA on a hospital pharmacy chemotherapy compounding workflow and the highest-RPN failure mode turned out to be an early step (label generation) that the team had not previously considered risky.

What struck me about FMEA is how often the most dangerous failure mode is not the one that has caused harm yet. PDSA improves what you can already measure; FMEA forces you to look at what hasn't broken yet. As a future pharmacist, this matters because high-alert medication processes — chemotherapy, anticoagulation, TPN — are exactly the kind of low-frequency, high-severity systems where waiting for an event to drive learning is too costly.

I plan to apply this by (1) asking my preceptor whether the institution has run an FMEA on any pharmacy process in the last two years and, if so, requesting to see the worksheet so I can study the structure; (2) running my own informal FMEA on one workflow at my internship (e.g., the e-prescription verification process for controlled substances) and bringing the analysis to my preceptor for critique; and (3) committing, when I reach independent practice, to use FMEA before launching any new HAM-related workflow rather than relying on PDSA after the fact.",2,2,2,6
32b,"Today we learned about FMEA, which is a way to look at a process and identify where it could fail before something bad happens. It uses scores for severity, likelihood, and detectability to figure out the highest priority risks. This is different from PDSA because it is proactive. I think FMEA could be useful in pharmacy, especially with high-alert medications.",2,1,0,3
32c,FMEA is used to find risks in a process. It is proactive. I will think more about it later.,1,0,0,1
33a,"This session focused specifically on balancing measures within the IHI Model for Improvement — the third leg of the family of measures (alongside outcome and process) that tracks what is getting WORSE while you are trying to make something better. I learned the canonical examples: a hospital running a PDSA cycle to reduce ED door-to-doctor time may inadvertently increase readmission rates if the time pressure compresses workup; a community pharmacy improving immunization rate may inadvertently extend wait times for routine prescriptions, reducing patient satisfaction and long-term retention. The IHI principle is that every change has a balancing measure, and an improvement project that doesn't define one is hiding from its own consequences.

What this clarified for me was a recurring pattern I had observed without naming: improvement projects that celebrate a primary measure while quietly producing problems on adjacent measures. The class reframed balancing measures as not optional documentation but a moral commitment — you are looking for the harm your intervention might cause, in advance, and tracking it. The personal piece was realizing that as a future pharmacist-improver, my credibility on a project depends on whether I have named my balancing measures, not just my aim measure.

I will apply this by (1) committing, on any QI project I am part of, to explicitly name at least one balancing measure during the design phase, not during the analysis; (2) asking my preceptor to share one institutional improvement project where a balancing measure caught a problem and the team adjusted; and (3) when I review someone else's QI proposal, specifically asking what's being tracked that could go wrong — that is the highest-leverage feedback I can give.",2,2,2,6
33b,Today we discussed balancing measures in the IHI Model for Improvement. Balancing measures track what gets worse when you try to improve something. Every change has unintended consequences and improvement projects need to track them. I will define balancing measures in QI projects.,2,1,1,4
33c,Balancing measures are part of QI projects. I will remember.,1,0,0,1
34a,"Today's class introduced Lean methodology — adapted from the Toyota Production System — as it has been applied to healthcare improvement, alongside the IHI Model for Improvement. I learned the core Lean concepts: identifying the eight wastes (Defects, Overproduction, Waiting, Non-utilized talent, Transportation, Inventory, Motion, Extra processing — DOWNTIME), value-stream mapping to make the current state visible, and continuous flow with pull (rather than push) production. We reviewed pharmacy applications: redesigning the dispensing workflow to reduce technician motion and waiting, using kanban systems for inventory management, and value-stream mapping the discharge medication reconciliation process. The instructor emphasized that Lean and IHI are complementary — Lean is strong at process redesign and waste elimination; IHI is strong at testing changes and learning from data.

What this was important for was a more pluralistic view of improvement work. I had been thinking of IHI's Model for Improvement as the framework. The class gave me a richer toolkit, and the value-stream mapping exercise in particular made visible how much of pharmacy workflow is invisible motion and waiting that no one designs intentionally — it just accumulates. Realizing that meant I now look at workflow with a different eye.

I will apply this by (1) value-stream mapping one workflow at my internship — for example, the e-prescription verification process — using the Lean DOWNTIME categories to identify waste; (2) reading one chapter of Mark Graban's Lean Hospitals before my next QI rotation to deepen the vocabulary; and (3) when I encounter a workflow problem, asking first ""what kind of waste is this?"" before proposing a change idea.",2,2,2,6
34b,Today's session covered Lean methodology in healthcare. Lean comes from Toyota and focuses on eliminating waste using categories like the eight wastes (DOWNTIME). Value-stream mapping makes the current process visible. Lean and IHI are complementary frameworks. I will try to map workflow.,2,1,1,4
34c,Lean is a way to fix workflow. It comes from Toyota.,1,0,0,1
35a,"This session covered Six Sigma and the DMAIC framework (Define, Measure, Analyze, Improve, Control) as another structured approach to quality improvement that intersects with the IHI Model for Improvement. I learned that Six Sigma originated in manufacturing and emphasizes statistical rigor in defect reduction — its name refers to a defect rate of 3.4 per million opportunities, achieved through process control. In healthcare, full Six Sigma implementations are less common than IHI/Lean hybrids, but the DMAIC framework is widely adapted: Define the problem precisely, Measure baseline performance, Analyze causes (often using cause-and-effect / Ishikawa diagrams), Improve with tested interventions, and Control with ongoing monitoring. The class also introduced Lean Six Sigma as the hybrid most commonly applied to pharmacy and hospital operations.

What this was important for was understanding that the improvement field has multiple coexisting frameworks and that, in practice, hospitals often blend them. The DMAIC structure gave me a clearer mental map than I had before — particularly the distinction between Improve (testing) and Control (sustaining). The personal piece was realizing that I will likely encounter all three vocabularies (IHI, Lean, Six Sigma) in different institutions and should be fluent in each rather than partisan about one.

I plan to apply this by (1) earning at least the Six Sigma Yellow Belt credential during my advanced rotations or first job, since it requires only modest time investment and is widely recognized; (2) on any QI project I join, asking which framework the team is using and whether that choice matches the problem; and (3) using the DMAIC structure as a personal discipline when I am drafting an improvement proposal — even if the team calls the work ""PDSA,"" running my proposal through DMAIC as a check.",2,2,2,6
35b,"Today we covered Six Sigma and the DMAIC framework, which is another QI approach. DMAIC stands for Define, Measure, Analyze, Improve, Control. Six Sigma focuses on reducing defects using statistics. Some hospitals use Lean Six Sigma. I will be aware of these frameworks in my career.",2,1,1,4
35c,Six Sigma is another way to do QI. DMAIC is part of it.,1,0,0,1
36a,"Today's session was a case-based application of the IHI Model for Improvement to an adverse drug event (ADE) reduction project at an academic medical center. The project began with an aim statement: reduce inpatient ADE rate (per 1,000 patient-days) by 25% within 12 months. The team's driver diagram identified primary drivers (high-risk medication monitoring, transitions of care, and prescribing decision support) and tested change ideas through PDSA cycles: pharmacist-led dose-adjustment for renal function, automated alerts for QT-prolonging combinations, and a structured discharge medication reconciliation. We reviewed the run charts at six and twelve months — a clear shift below the median for the QT alert intervention, and a non-significant trend for the discharge reconciliation that the team is now redesigning.

What this case clarified was how the IHI tools we have studied separately actually fit together in a real project — the aim, the driver diagram, the PDSA cycles, the run chart, and the iteration. I had been studying each tool somewhat in isolation. Seeing the whole arc of a project made visible how the tools cohere, and also how often the first change ideas don't move the measure. The personal piece was a realistic sense of the tempo of improvement work — twelve months for a 25% target is fast, not slow, and a non-significant result at twelve months is a reason to redesign, not abandon.

I will apply this by (1) asking my preceptor whether I can review one completed institutional ADE-reduction project and study the run charts, PDSA logs, and final report; (2) building an ADE reduction project of my own scope at my retail rotation — for example, reducing NSAID-warfarin co-prescriptions through pharmacist outreach — to practice the full IHI arc; and (3) accepting upfront that the first PDSA cycle on any of my future projects is unlikely to move the measure, so I will plan three cycles before evaluating my approach.",2,2,2,6
36b,"Today we walked through an ADE reduction project that used the IHI Model for Improvement. The team wrote an aim, made a driver diagram, ran PDSAs, and tracked run charts. Some interventions worked and others didn't. I found this useful and will try to use the framework on my own QI projects.",2,1,0,3
36c,Today's class was a case about reducing ADEs. They used IHI tools.,1,0,0,1
37a,"This session covered 30-day hospital readmission reduction as a high-stakes IHI improvement application — high-stakes because CMS penalizes hospitals with excessive readmissions through the Hospital Readmissions Reduction Program (HRRP). I learned that medication-related causes contribute to roughly 20% of preventable readmissions and that pharmacist-led interventions — discharge medication reconciliation, post-discharge follow-up calls, and meds-to-beds programs — have published evidence of reducing readmissions in heart failure, COPD, and AMI populations. The IHI framing for this work involves a clear aim (reduce 30-day readmission for the target population by X% in Y months), explicit balancing measures (LOS, ED utilization, patient satisfaction), and PDSA cycles testing one element at a time before bundling.

What this clarified for me was the alignment of clinical pharmacy practice with health-system financial incentives. I had been thinking of clinical pharmacy services as good practice that hospitals should fund. The class reframed transitions-of-care pharmacy as an HRRP-aligned investment that has direct ROI to the institution — which is the argument that gets services funded. The personal piece was a clearer sense of how to make the business case for clinical pharmacy roles when I am eventually advocating for one.

I will apply this by (1) asking my hospital preceptor whether the institution has a transitions-of-care pharmacist role and, if so, requesting to shadow for one shift; (2) reviewing the CMS HRRP rules so I understand the financial pressure the institution is responding to; and (3) building, before I graduate, a written elevator pitch for the value of pharmacist-led transitions-of-care services that I can use in interviews and committee meetings.",2,2,2,6
37b,"Today's session covered hospital readmission reduction using IHI tools. Pharmacists can reduce readmissions through discharge med rec, follow-up calls, and meds-to-beds programs. CMS penalizes hospitals for high readmissions, which gives institutions incentive to fund these services. I will learn more about transitions-of-care pharmacy.",2,1,1,4
37c,Hospital readmissions are a problem. Pharmacists can help reduce them.,1,1,0,2
38a,"Today's session applied the IHI Model for Improvement to antimicrobial stewardship — the practice of optimizing antibiotic use to reduce resistance, C. difficile infections, and avoidable adverse drug reactions. I learned that effective stewardship programs have measurable aims (e.g., reduce DOT — days of therapy — per 1,000 patient-days by 15% over two years), use a family of measures including process measures (proportion of antibiotic orders meeting institutional criteria), outcome measures (C. diff incidence, resistance trends), and balancing measures (treatment failures, length of stay), and cycle through PDSA tests of specific interventions: prospective audit and feedback, prior authorization for broad-spectrum agents, automatic IV-to-PO conversion, and pharmacist-driven renal dose adjustment.

What this was important for was seeing antimicrobial stewardship as an explicit improvement program rather than as a clinical service that exists by tradition. The IHI framing made clear why some stewardship programs are successful and others stall — the successful ones operate as continuous improvement projects with measurable aims and clear balancing measures, while the stalled ones run on physician charisma and quarterly memos. The personal piece was understanding that stewardship is one of the most evidence-rich improvement areas in pharmacy and probably the easiest to use as a portfolio project for a new pharmacist building credibility.

I will apply this by (1) requesting an infectious-disease or stewardship rotation if my program permits, with a focus on the QI infrastructure rather than just the clinical content; (2) reviewing one institutional stewardship report and identifying which IHI tools were used; and (3) when I am eventually a hospital staff pharmacist, volunteering to run one stewardship-related PDSA cycle in my first six months — that is the fastest visible-improvement project available to a junior pharmacist.",2,2,2,6
38b,"Today we discussed antimicrobial stewardship using the IHI framework. Stewardship programs use aims, process measures, and balancing measures to reduce antibiotic use and resistance. PDSA cycles test interventions like prior authorization and IV-to-PO conversion. This is a useful way to think about stewardship.",1,2,1,4
38c,Antibiotic stewardship is important. It reduces resistance.,1,0,0,1
39a,"This session focused on diabetes management improvement in ambulatory settings — specifically increasing the proportion of patients with type 2 diabetes meeting A1C targets — as an example of how the IHI Model for Improvement applies to community pharmacy and primary care. I learned that the most successful programs combine pharmacist medication therapy management (MTM), structured patient education, and continuous glucose monitoring access, and use a clear aim (e.g., increase the proportion of panel patients with A1C < 8% from 65% to 80% in 12 months). The driver diagram typically includes primary drivers around medication optimization, self-management education, and care coordination, with secondary drivers down to specific PDSA-testable change ideas (a 10-minute pharmacist visit at month 1, 3, and 6; standardized teach-back on insulin technique; an automated panel report flagging out-of-target patients).

What this was important for was recognizing that ambulatory pharmacy is one of the most fertile places for QI work because the patient population is stable enough to track outcomes over months. Inpatient improvement projects are constrained by short LOS; ambulatory diabetes work can show real A1C movement. The personal piece was realizing that I should pursue an ambulatory rotation specifically with the goal of running a small QI project, because the time horizon is favorable and the data infrastructure (panels, A1C results) is readily available.

I will apply this by (1) requesting a longitudinal ambulatory rotation if my program permits, with a written QI project as the deliverable; (2) before the rotation, reading the IHI A1C improvement white paper to calibrate my expectations of pace and impact; and (3) committing to the discipline of A1C as a true outcome measure rather than allowing my project to drift into process-only metrics that look successful but don't move patient health.",2,2,2,6
39b,"Today we covered diabetes management improvement using IHI. Pharmacist MTM, education, and CGM access can improve A1C. PDSA cycles test specific interventions. Ambulatory pharmacy is a good place for QI work because of the time horizons. I will be interested in this work in my career.",2,1,1,4
39c,Diabetes is something pharmacists can help with. A1C is a measure.,1,1,0,2
40a,"Today's final IHI session focused on a community-pharmacy QI project I will almost certainly encounter or run within my first two years of practice: improving adult vaccination rates (pneumococcal, shingles, RSV, influenza). I learned that the highest-leverage change idea is point-of-sale prompts tied to refill events — for every prescription pickup, the system flags vaccines the patient is eligible for but has not received. Combined with pharmacist-initiated standing orders and brief teach-back on vaccine rationale, published programs have shown adult vaccination rates increase from baseline 30-40% to 60%+ within 18 months. The IHI framing here is particularly clean: a measurable aim, a clear driver diagram (awareness, convenience, payer coverage), PDSA-testable change ideas, and balancing measures (waiting times, patient satisfaction).

What this was important for was seeing how community pharmacy QI can be a career-building activity rather than just an operational duty. A documented, data-driven vaccination improvement project is a portfolio piece that translates into residency applications, advanced practice opportunities, and management roles. The personal piece was clarifying that I should begin tracking my QI work formally from the start of my first job — even small projects, documented well, compound into a body of work.

I will apply this by (1) on my retail rotation, identifying the site's current adult vaccination rate and proposing one PDSA test (e.g., a refill prompt) to my preceptor; (2) keeping a personal QI portfolio document starting in my P4 year that captures every project I run with aim, driver diagram, and outcome data; and (3) committing, when I eventually lead a vaccination project, to publish the results in a state pharmacy journal — sharing the data publicly raises the standard of practice.",2,2,2,6
40b,Today we discussed vaccination rate improvement in community pharmacy as a QI project. Point-of-sale prompts and pharmacist standing orders can increase rates from 30-40% to over 60%. I will look at vaccination metrics during my retail rotation.,2,0,1,3
40c,Pharmacists give vaccines. Improving rates is good.,1,0,0,1
